customer_id,region,state,customer_segment,signup_date
408,Northeast,CT,Standard,2022-11-28
409,Southeast,GA,Standard,2023-01-15
410,Southeast,FL,Standard,2023-03-11
411,Midwest,WI,Premium,2022-06-27
412,West,CO,Premium,2022-08-17
413,West,WA,Standard,2023-11-19
414,Southwest,AZ,Premium,2024-06-01
415,West,CO,Premium,2022-12-20
416,Northeast,PA,Standard,2023-01-14
417,West,WA,Premium,2022-05-26
418,West,CO,Standard,2022-06-02
419,West,NV,Standard,2024-11-09
420,West,NV,Standard,2022-03-16
421,Northeast,NY,Standard,2022-03-29
422,Southwest,OK,Standard,2022-12-08
423,Midwest,OH,Standard,2024-07-21
424,Northeast,PA,Standard,2023-12-13
425,Northeast,PA,Standard,2022-07-30
426,Northeast,PA,Premium,2023-11-10
427,Southeast,NC,Standard,2022-03-23
428,West,OR,Standard,2024-01-28
429,Midwest,WI,VIP,2024-06-10
430,Midwest,WI,Standard,2023-12-20
431,West,WA,Standard,2024-08-28
432,Midwest,MN,Standard,2023-07-30
433,Midwest,MN,Standard,2024-11-21
434,Southeast,NC,Standard,2024-05-15
435,Midwest,OH,Standard,2023-11-09
436,Southeast,GA,Standard,2024-12-04
437,West,NV,Standard,2023-02-11
438,Southeast,NC,Standard,2024-07-13
439,Northeast,MA,Standard,2024-08-04
440,Southeast,GA,Standard,2023-02-16
441,Southeast,GA,Premium,2024-09-03
442,West,CA,Standard,2024-10-29
443,West,NV,Standard,2024-10-15
444,Southeast,TN,Premium,2023-06-27
445,Southeast,FL,Standard,2022-03-14
446,Midwest,MI,Standard,2024-12-18
447,Midwest,MN,Standard,2024-03-28
448,Southwest,NM,Standard,2022-01-14
449,West,NV,Standard,2023-05-21
450,West,CO,Premium,2023-12-26
451,Northeast,PA,Standard,2023-08-25
452,West,WA,Standard,2022-03-31
453,West,CA,VIP,2024-01-01
454,Northeast,NJ,Standard,2024-04-28
455,Southwest,AZ,Standard,2024-09-07
456,Southeast,VA,Standard,2024-12-09
457,Midwest,MN,VIP,2023-07-25
458,Midwest,OH,Standard,2023-01-06
459,West,CA,Standard,2023-04-19
460,Midwest,IL,Standard,2022-10-27
461,West,CO,Standard,2024-08-29
462,Southwest,NM,Standard,2022-12-14
463,West,CO,Premium,2022-10-04
464,Southwest,TX,VIP,2024-03-30
465,Midwest,WI,Standard,2022-12-17
466,Southwest,TX,VIP,2022-02-17
467,Northeast,CT,Standard,2022-04-11
468,West,OR,Standard,2023-01-10
469,Southeast,TN,Standard,2023-07-11
470,Southeast,NC,Standard,2022-04-13
471,Midwest,IL,Premium,2022-06-25
472,Midwest,IL,Premium,2024-08-23
473,Southeast,NC,Standard,2024-05-26
474,Northeast,MA,Premium,2024-06-11
475,Midwest,OH,Standard,2024-05-08
476,Midwest,OH,Premium,2022-02-08
477,Southwest,AZ,Premium,2024-04-10
478,Southwest,OK,Standard,2022-12-01
479,West,NV,Standard,2023-02-26
480,Southwest,AZ,Premium,2023-10-12
481,Southeast,TN,Standard,2022-07-15
482,Northeast,NJ,Standard,2023-03-01
483,Southeast,VA,Standard,2024-03-03
484,Northeast,MA,Standard,2023-09-06
485,Midwest,OH,Standard,2023-10-22
486,Northeast,PA,Standard,2022-03-26
487,Northeast,CT,Premium,2024-12-11
488,Northeast,NJ,Standard,2023-04-28
489,Northeast,NY,Standard,2022-04-08
490,Southeast,NC,Premium,2024-04-19
491,Southwest,AZ,Standard,2023-04-07
492,Southwest,OK,Standard,2024-01-22
493,West,CO,Standard,2023-09-19
494,Midwest,IL,Standard,2024-12-08
495,Northeast,PA,Standard,2024-06-29
496,Southeast,FL,VIP,2024-05-06
497,Northeast,PA,Standard,2024-08-13
498,West,NV,Standard,2023-04-22
499,West,CO,Standard,2022-03-30
500,Southwest,AZ,Premium,2024-05-04
501,Northeast,NY,Standard,2023-10-31
502,Northeast,NJ,Standard,2024-11-13
503,Northeast,NJ,Standard,2022-02-09
504,Southeast,VA,Premium,2024-12-03
505,Southeast,GA,Premium,2022-10-21
506,Northeast,NJ,Standard,2022-03-10
507,West,CA,Standard,2022-12-12
508,Southwest,AZ,Premium,2022-01-24
509,Southwest,OK,Standard,2024-08-23
510,Southeast,GA,Standard,2022-10-12
511,Southwest,AZ,VIP,2022-06-08
512,Southwest,TX,Standard,2023-05-24
513,West,CO,Standard,2022-05-05
514,Northeast,NJ,Standard,2022-04-08
515,Southwest,TX,Standard,2022-05-06
516,West,WA,Standard,2024-05-16
517,Midwest,OH,Standard,2023-05-17
518,Midwest,MN,Standard,2023-12-29
519,Northeast,MA,Standard,2023-03-27
520,Southwest,AZ,Standard,2024-05-11
521,Northeast,PA,Standard,2022-02-26
522,West,NV,Standard,2022-12-28
523,Southwest,AZ,Standard,2022-05-19
524,Southwest,OK,Premium,2022-09-19
525,Midwest,OH,Premium,2023-09-03
526,Midwest,MI,Premium,2023-08-13
527,Midwest,WI,Standard,2023-03-12
528,Northeast,CT,VIP,2022-08-12
529,Midwest,WI,Premium,2023-09-25
530,Southwest,NM,Standard,2022-08-03
531,West,WA,Standard,2024-02-02
532,West,OR,Standard,2024-09-09
533,Northeast,NY,Standard,2022-02-06
534,Southeast,VA,Premium,2022-12-09
535,West,OR,Premium,2024-05-29
536,Midwest,IL,Standard,2024-12-13
537,Southwest,TX,Standard,2024-12-27
538,West,OR,Standard,2022-01-14
539,Midwest,IL,Standard,2024-06-20
540,Northeast,CT,VIP,2023-01-04
541,Southeast,GA,Standard,2024-04-11
542,West,WA,Premium,2023-05-18
543,Southeast,GA,Premium,2024-08-21
544,Midwest,MN,Standard,2022-04-06
545,Southwest,NM,Standard,2023-01-16
546,Midwest,OH,Standard,2023-04-22
547,Midwest,IL,Premium,2023-06-01
548,West,OR,Standard,2024-03-20
549,Northeast,PA,Standard,2022-03-18
550,Northeast,NY,Standard,2024-12-21
551,Northeast,PA,Standard,2023-07-16
552,Southeast,TN,Standard,2022-11-29
553,Southwest,AZ,Premium,2022-09-12
554,West,CO,Standard,2022-10-13
555,West,OR,Standard,2022-07-05
556,Southeast,VA,Standard,2022-05-22
557,Southeast,NC,Standard,2022-02-16
558,Southwest,AZ,VIP,2022-05-20
559,Southwest,AZ,Premium,2024-04-05
560,West,CO,VIP,2023-11-12
561,Midwest,WI,Premium,2022-11-05
562,West,NV,Standard,2022-04-16
563,Southeast,FL,Standard,2022-11-26
564,Midwest,MI,Standard,2024-03-10
565,Midwest,MI,Premium,2024-07-22
566,Southwest,AZ,Standard,2024-12-18
567,Southwest,OK,Standard,2024-05-20
568,Northeast,PA,Standard,2024-05-14
569,Midwest,MN,Standard,2024-06-29
570,Midwest,IL,Premium,2023-07-30
571,Northeast,PA,Premium,2024-08-20
572,Midwest,MN,Standard,2022-04-01
573,West,CA,Standard,2022-06-30
574,Northeast,CT,Standard,2023-10-10
575,Southwest,OK,Standard,2022-05-25
576,Southeast,VA,Standard,2023-12-16
577,West,WA,Standard,2024-12-13
578,Southeast,FL,Standard,2022-02-13
579,Midwest,MI,Standard,2022-10-31
580,West,NV,Standard,2023-11-13
581,Midwest,MN,Standard,2023-10-09
582,Midwest,IL,Standard,2022-08-28
583,Northeast,NJ,Standard,2023-05-22
584,Midwest,OH,Standard,2024-10-17
585,Southeast,TN,Standard,2024-06-14
586,Midwest,MI,Standard,2024-08-15
587,Midwest,MI,Standard,2023-05-09
588,West,NV,Standard,2023-04-07
589,Southeast,TN,Premium,2023-10-28
590,Southeast,TN,Premium,2024-11-10
591,Southwest,TX,Standard,2022-02-25
592,Southeast,FL,Standard,2024-01-22
593,Northeast,NY,Standard,2023-02-09
594,Northeast,NJ,Standard,2024-09-12
595,Southeast,NC,Standard,2024-10-28
596,Southwest,TX,Standard,2024-08-30
597,Midwest,OH,Standard,2022-05-07
598,Northeast,PA,Premium,2022-05-13
599,West,OR,Standard,2022-06-05
600,Northeast,NJ,Standard,2023-06-17
601,Midwest,OH,Premium,2024-06-03
602,Northeast,NY,Premium,2023-12-16
603,West,OR,Standard,2024-01-07
604,Southeast,TN,Premium,2023-10-09
605,Southeast,NC,Standard,2023-09-27
606,Southwest,NM,Standard,2023-09-30
607,Southeast,FL,Standard,2023-03-07
608,Midwest,OH,Standard,2023-04-17
609,Northeast,NY,Standard,2022-06-19
610,Northeast,NJ,Standard,2022-01-08
611,Southeast,NC,Standard,2022-12-07
612,Southwest,TX,Standard,2024-07-10
613,Midwest,IL,Standard,2022-07-03
614,West,OR,Standard,2022-05-29
615,Northeast,PA,Standard,2022-06-25
616,Northeast,PA,Standard,2023-06-19
617,Northeast,MA,Standard,2024-11-12
618,Southeast,VA,VIP,2023-08-21
619,Northeast,PA,VIP,2023-03-03
620,Southeast,VA,VIP,2023-06-08
621,Midwest,MN,Premium,2024-07-01
622,Midwest,OH,Premium,2024-02-16
623,Northeast,CT,Standard,2022-10-23
624,West,CO,Standard,2023-09-28
625,Northeast,PA,Standard,2024-06-13
626,Northeast,CT,VIP,2024-08-21
627,Southwest,TX,Premium,2023-05-21
628,Southwest,OK,Standard,2023-06-05
629,Midwest,MI,Standard,2023-10-12
630,Midwest,MN,Standard,2022-02-11
631,Southwest,NM,Standard,2024-05-19
632,Southeast,GA,VIP,2022-06-12
633,Midwest,WI,Standard,2024-08-03
634,Midwest,OH,Standard,2023-07-27
635,Midwest,MI,Standard,2023-06-24
636,Midwest,MI,Premium,2023-05-15
637,Midwest,WI,Premium,2023-06-06
638,West,CO,Standard,2023-12-03
639,Southeast,NC,Standard,2022-10-08
640,Northeast,CT,VIP,2022-01-21
641,Midwest,MN,Standard,2024-08-12
642,Midwest,MN,Standard,2024-05-30
643,Southeast,FL,Premium,2024-12-20
644,Northeast,MA,Premium,2022-11-19
645,Northeast,NY,Standard,2023-11-25
646,Northeast,CT,Premium,2024-04-21
647,Southwest,NM,Premium,2024-02-06
648,Northeast,NY,Premium,2022-11-03
649,Southwest,NM,Standard,2023-01-17
650,Northeast,NJ,Standard,2024-02-04
651,Northeast,PA,Standard,2022-11-25
652,Northeast,MA,Premium,2024-02-14
653,Northeast,MA,Premium,2024-01-01
654,Northeast,MA,Standard,2024-05-29
655,West,OR,Standard,2023-10-01
656,West,CA,Standard,2024-12-07
657,Midwest,MN,Standard,2024-04-11
658,Northeast,MA,Standard,2023-11-16
659,Northeast,MA,Standard,2024-02-21
660,West,CO,Standard,2024-04-29
661,Southeast,GA,Standard,2023-11-21
662,Northeast,NJ,Standard,2022-04-23
663,Northeast,CT,Standard,2022-10-30
664,Southwest,NM,Standard,2023-05-27
665,Southeast,VA,Premium,2022-12-13
666,Northeast,NY,Standard,2023-09-11
667,West,CO,Premium,2024-09-03
668,Midwest,IL,Standard,2024-10-22
669,Southwest,TX,Standard,2023-06-25
670,Southeast,NC,Premium,2024-01-11
671,Northeast,CT,Premium,2023-12-31
672,West,CO,Standard,2024-01-11
673,West,CA,Standard,2024-05-06
674,Southwest,AZ,Standard,2023-06-30
675,Southeast,FL,Standard,2022-05-02
676,Southwest,NM,Standard,2022-02-27
677,Southwest,AZ,Standard,2023-04-01
678,Southwest,TX,Standard,2023-06-02
679,West,CA,Premium,2024-04-05
680,Northeast,NY,Standard,2023-12-15
681,Southwest,OK,VIP,2022-02-27
682,Southwest,AZ,Standard,2024-09-01
683,Southeast,NC,Standard,2024-06-20
